Artist,Title,Year,Decade,Gender,Genre,Energy,ID,Length,Unnamed: 9,Daypart,Enabled,Decade_Group
Jean Knight,Mr. Big Stuff,1971,1970,F,SOUL,4,518,S,,Afternoon,Y,1970
ABBA,Waterloo,1974,1970,G,POP,5,368,S,,Afternoon,Y,1970
Gordon Lightfoot,If You Could Read My Mind,1970,1970,M,ROCK,3,502,S,,Afternoon,Y,1970
Andy Williams,(Where Do I Begin?) Love Story,1971,1970,M,POP,2,380,S,,Evening,Y,1970
10cc,The Things We Do for Love,1976,1970,G,POP,4,703,S,,Afternoon,Y,1970
Christie,Yellow River,1970,1970,G,POP,4,726,S,,Afternoon,Y,1970
Rose Royce,Car Wash,1976,1970,G,DISCO,2,758,S,,Evening,Y,1970
Stevie Wonder,Sir Duke,1976,1970,M,SOUL,4,663,S,,Afternoon,Y,1970
Lynn Anderson,Rose Garden,1970,1970,F,COUNTRY,4,555,S,,Morning,Y,1970
Chic,Good Times,1979,1970,G,DISCO,2,723,S,,Evening,Y,1970
John Lennon,Instant Karma! (We All Shine On),1970,1970,M,POP,3,526,S,,Afternoon,Y,1970
Electric Light Orchestra,Sweet Talkin' Woman,1977,1970,G,ROCK,3,470,S,,Afternoon,Y,1970
Joni Mitchell,Big Yellow Taxi,1970,1970,F,ROCK,3,529,S,,Afternoon,Y,1970
New Seekers The,I'd Like to Teach the World to Sing,1971,1970,G,POP,3,583,S,,Afternoon,Y,1970
Grease Cast,Summer Nights,1978,1970,G,POP,2,506,S,,Night,Y,1970
Rod Stewart,The First Cut Is the Deepest,1977,1970,M,ROCK,2,635,S,,Evening,Y,1970
David Bowie,Changes,1971,1970,M,ROCK,3,444,S,,Afternoon,Y,1970
Wings,Band on the Run,1973,1970,G,ROCK,4,594,S,,Afternoon,Y,1970
Jackson 5,ABC,1970,1970,G,SOUL,2,513,S,,Evening,Y,1970
Cher,Gypsys Tramps & Thieves,1971,1970,F,POP,4,435,S,,Morning,Y,1970
Michael Jackson,Don't Stop 'Til You Get Enough,1979,1970,M,POP,4,569,S,,Afternoon,Y,1970
Elvis Presley,The Wonder of You,1970,1970,M,POP,5,480,S,,Morning,Y,1970
Rick Nelson,Garden Party,1972,1970,M,POP,2,627,S,,Evening,Y,1970
Who The,Behind Blue Eyes,1971,1970,G,ROCK,2,695,S,,Evening,Y,1970
Pipkins,Gimme Dat Ding,1970,1970,G,POP,3,755,S,,Afternoon,Y,1970
Boney M.,Sunny,1976,1970,G,DISCO,3,713,S,,Afternoon,Y,1970
T. Rex,Metal Guru,1972,1970,G,ROCK,2,678,S,,Night,Y,1970
Bee Gees,Night Fever,1977,1970,G,POP,3,397,S,,Afternoon,Y,1970
Glen Campbell,Rhinestone Cowboy,1975,1970,M,COUNTRY,4,500,S,,Morning,Y,1970
Stevie Wonder,Superstition,1972,1970,M,SOUL,4,662,S,,Morning,Y,1970
KC & The Sunshine Band,Please Don't Go,1979,1970,G,POP,4,537,S,,Morning,Y,1970
Paper Lace,Billy Don't Be a Hero,1974,1970,G,POP,2,589,S,,Evening,Y,1970
Van Morrison,Moondance,1970,1970,M,ROCK,2,690,S,,Evening,Y,1970
Boney M.,Rasputin,1978,1970,G,POP,2,420,S,,Evening,Y,1970
Elton John,Rocket Man (I Think It's Going to Be a Long Long Time),1972,1970,M,POP,4,472,S,,Morning,Y,1970
Emotions,Best of My Love,1977,1970,G,DISCO,4,735,S,,Afternoon,Y,1970
Little River Band,Reminiscing,1978,1970,G,ROCK,2,553,S,,Evening,Y,1970
ABBA,Fernando,1976,1970,G,POP,5,367,S,,Afternoon,Y,1970
Steely Dan,Rikki Don't Lose That Number,1974,1970,G,ROCK,2,658,S,,Night,Y,1970
Siouxsie and the Banshees,Hong Kong Garden,1978,1970,G,ROCK,3,644,S,,Afternoon,Y,1970
Jimmy Cliff,The Harder They Come,1972,1970,M,REGGAE,2,519,S,,Evening,Y,1970
Isley Brothers,Summer Breeze (Pt. 1),1973,1970,G,SOUL,4,511,S,,Morning,Y,1970
ABBA,Chiquitita,1979,1970,G,POP,5,371,S,,Afternoon,Y,1970
Marvin Gaye,Let's Get It On,1973,1970,M,SOUL,2,563,S,,Evening,Y,1970
Earth Wind & Fire,Boogie Wonderland,1979,1970,G,SOUL,4,464,S,,Afternoon,Y,1970
David Bowie,Starman,1972,1970,M,ROCK,2,442,S,,Night,Y,1970
Jacksons,Blame It on the Boogie,1978,1970,G,DISCO,4,744,S,,Afternoon,Y,1970
Specials The,A Message to You Rudy,1979,1970,G,ROCK,2,651,S,,Night,Y,1970
Johnny Nash,I Can See Clearly Now,1972,1970,M,REGGAE,2,528,S,,Evening,Y,1970
Leo Sayer,The Show Must Go On,1973,1970,M,POP,2,747,S,,Night,Y,1970
Nazareth,Love Hurts,1974,1970,G,ROCK,3,579,S,,Afternoon,Y,1970
Brotherhood of Man,Save Your Kisses for Me,1976,1970,G,POP,3,719,S,,Afternoon,Y,1970
Kenny Rogers,The Gambler,1978,1970,M,COUNTRY,4,538,S,,Afternoon,Y,1970
KC & The Sunshine Band,Get Down Tonight,1975,1970,G,POP,3,536,S,,Afternoon,Y,1970
Dolly Parton,I Will Always Love You,1974,1970,F,COUNTRY,2,450,S,,Evening,Y,1970
Wizzard,See My Baby Jive,1973,1970,G,ROCK,4,699,S,,Morning,Y,1970
John Lennon,Imagine,1971,1970,M,POP,4,524,S,,Afternoon,Y,1970
Harry Nilsson,Without You,1971,1970,M,POP,3,508,S,,Afternoon,Y,1970
Tina Charles,I Love to Love,1976,1970,F,POP,3,687,S,,Afternoon,Y,1970
Donna Summer,Hot Stuff,1979,1970,F,POP,3,453,S,,Afternoon,Y,1970
Cat Stevens,Father and Son,1970,1970,M,ROCK,2,430,S,,Night,Y,1970
Fleetwood Mac,Go Your Own Way,1977,1970,G,ROCK,4,484,S,,Morning,Y,1970
Dr. Hook,When You're in Love with a Beautiful Woman,1979,1970,G,POP,3,457,S,,Afternoon,Y,1970
Olivia Newton-John,You're the One That I Want,1978,1970,F,POP,3,504,S,,Afternoon,Y,1970
New Seekers,"Beg, Steal or Borrow",1972,1970,G,POP,3,750,S,,Afternoon,Y,1970
Dr. Hook,A Little Bit More,1976,1970,G,POP,3,458,S,,Afternoon,Y,1970
Donna Summer,Love's Unkind,1977,1970,F,DISCO,4,731,S,,Afternoon,Y,1970
Carpenters,We've Only Just Begun,1970,1970,G,POP,3,429,S,,Afternoon,Y,1970
Badfinger,Without You,1970,1970,G,ROCK,3,384,S,,Afternoon,Y,1970
Bee Gees,Stayin' Alive,1977,1970,G,POP,4,398,S,,Afternoon,Y,1970
John Travolta,You're the One That I Want,1978,1970,M,POP,3,505,S,,Afternoon,Y,1970
Fleetwood Mac,Dreams,1977,1970,G,ROCK,4,483,S,,Afternoon,Y,1970
Michael Jackson,Ben,1972,1970,M,POP,4,571,S,,Afternoon,Y,1970
Kraftwerk,The Model,1978,1970,G,POP,4,543,S,,Afternoon,Y,1970
Carpenters,Rainy Days and Mondays,1971,1970,G,POP,2,428,S,,Evening,Y,1970
Main Ingredient The,Everybody Plays the Fool,1972,1970,G,SOUL,2,557,S,,Evening,Y,1970
Olivia Newton-John,Hopelessly Devoted to You,1978,1970,F,POP,2,586,S,,Evening,Y,1970
Three Degrees The,When Will I See You Again,1974,1970,G,SOUL,2,685,S,,Evening,Y,1970
Trammps The,Disco Inferno,1976,1970,G,DANCE,4,688,S,,Morning,Y,1970
Blondie,Denis,1978,1970,G,POP,2,711,S,,Night,Y,1970
Fleetwood Mac,The Chain,1977,1970,G,ROCK,3,486,S,,Afternoon,Y,1970
Hall & Oates,Rich Girl,1977,1970,G,POP,2,507,S,,Evening,Y,1970
Pink Floyd,Another Brick in the Wall (Part 2),1979,1970,G,ROCK,3,609,S,,Afternoon,Y,1970
Diana Ross,Ain't No Mountain High Enough,1970,1970,F,SOUL,4,447,S,,Afternoon,Y,1970
Baccara,Yes Sir I Can Boogie,1977,1970,G,DISCO,2,707,S,,Evening,Y,1970
New Seekers The,You Won't Find Another Fool Like Me,1973,1970,G,POP,2,584,S,,Night,Y,1970
Barry White,Let the Music Play,1975,1970,M,SOUL,3,708,S,,Afternoon,Y,1970
Michael Jackson,One Day in Your Life,1975,1970,M,POP,4,572,S,,Afternoon,Y,1970
Wings,Listen to What the Man Said,1975,1970,G,ROCK,3,697,S,,Afternoon,Y,1970
Sweet The,Ballroom Blitz,1973,1970,G,ROCK,2,673,S,,Night,Y,1970
Kris Kristofferson,Help Me Make It Through the Night,1970,1970,M,COUNTRY,4,544,S,,Morning,Y,1970
Village People,In the Navy,1979,1970,G,POP,2,692,S,,Evening,Y,1970
Steve Harley & Cockney Rebel,Make Me Smile (Come Up and See Me),1975,1970,G,ROCK,2,659,S,,Night,Y,1970
Middle of the Road,Soley Soley,1971,1970,G,POP,2,748,S,,Evening,Y,1970
Spinners The,Working My Way Back to You,1979,1970,G,SOUL,4,652,S,,Morning,Y,1970
Frankie Valli,Grease,1978,1970,M,POP,3,490,S,,Afternoon,Y,1970
Bee Gees,How Deep Is Your Love,1977,1970,G,POP,4,399,S,,Afternoon,Y,1970
ABBA,Money Money Money,1976,1970,G,POP,4,372,S,,Afternoon,Y,1970
Santana,Black Magic Woman,1970,1970,G,ROCK,3,639,S,,Afternoon,Y,1970
Lena Martell,One Day at a Time,1977,1970,F,POP,2,546,S,,Night,Y,1970
Paul McCartney,Live and Let Die,1973,1970,M,ROCK,4,595,S,,Afternoon,Y,1970
Elton John,Tiny Dancer,1971,1970,M,POP,2,473,S,,Evening,Y,1970
Kenny Rogers,Coward of the County,1979,1970,M,COUNTRY,4,540,S,,Morning,Y,1970
Steve Miller Band,The Joker,1973,1970,G,ROCK,4,660,S,,Afternoon,Y,1970
Rolling Stones The,Wild Horses,1971,1970,G,ROCK,2,638,S,,Evening,Y,1970
Roberta Flack,The First Time Ever I Saw Your Face,1972,1970,F,SOUL,3,629,S,,Afternoon,Y,1970
Elvis Costello,Oliver's Army,1979,1970,M,ROCK,5,478,S,,Morning,Y,1970
Heatwave,Boogie Nights,1976,1970,G,DISCO,4,740,S,,Morning,Y,1970
Sister Sledge,He's the Greatest Dancer,1979,1970,G,SOUL,4,646,S,,Morning,Y,1970
Ringo Starr,You're Sixteen,1973,1970,M,POP,4,757,S,,Morning,Y,1970
Steely Dan,Do It Again,1972,1970,G,ROCK,3,657,S,,Afternoon,Y,1970
Electric Light Orchestra,Telephone Line,1976,1970,G,ROCK,2,734,S,,Night,Y,1970
Pretenders The,Brass in Pocket,1979,1970,G,ROCK,3,616,S,,Afternoon,Y,1970
John Lennon,Jealous Guy,1971,1970,M,POP,2,525,S,,Night,Y,1970
Queen,Killer Queen,1974,1970,G,ROCK,5,622,S,,Afternoon,Y,1970
Gilbert O'Sullivan,Alone Again (Naturally),1972,1970,M,POP,2,497,S,,Evening,Y,1970
Jackson 5,Blame It on the Boogie,1978,1970,G,SOUL,2,515,S,,Night,Y,1970
Marc Bolan & T. Rex,Get It On,1971,1970,G,ROCK,2,560,S,,Evening,Y,1970
Manhattan Transfer,Chanson D'Amour,1977,1970,G,POP,3,558,S,,Afternoon,Y,1970
T. Rex,Get It On,1971,1970,G,ROCK,2,765,S,,Night,Y,1970
ABBA,Dancing Queen,1976,1970,G,POP,4,363,S,,Afternoon,Y,1970
Paul McCartney,Band on the Run,1973,1970,M,ROCK,2,593,S,,Evening,Y,1970
Meat Loaf,Paradise by the Dashboard Light,1977,1970,M,ROCK,3,565,S,,Afternoon,Y,1970
Kiki Dee,Don't Go Breaking My Heart,1976,1970,F,POP,2,476,S,,Evening,Y,1970
Pilot,January,1975,1970,G,POP,2,608,S,,Night,Y,1970
Pink Floyd,Comfortably Numb,1979,1970,G,ROCK,3,611,S,,Afternoon,Y,1970
Barry Manilow,Mandy,1974,1970,M,POP,2,387,S,,Evening,Y,1970
Eric Clapton,Wonderful Tonight,1977,1970,M,ROCK,4,481,S,,Morning,Y,1970
T. Rex,20th Century Boy,1973,1970,G,ROCK,3,677,S,,Afternoon,Y,1970
Odyssey,Native New Yorker,1977,1970,G,SOUL,2,585,S,,Evening,Y,1970
Who The,Baba O'Riley,1971,1970,G,ROCK,3,693,S,,Afternoon,Y,1970
Rolling Stones The,Brown Sugar,1971,1970,G,ROCK,2,636,S,,Night,Y,1970
Three Dog Night,Joy to the World,1970,1970,G,ROCK,3,686,S,,Afternoon,Y,1970
Boomtown Rats,I Don't Like Mondays,1979,1970,G,ROCK,3,714,S,,Afternoon,Y,1970
Peter Gabriel,Solsbury Hill,1977,1970,M,ROCK,2,607,S,,Evening,Y,1970
Pink Floyd,Wish You Were Here,1975,1970,G,ROCK,3,610,S,,Afternoon,Y,1970
Fleetwood Mac,Landslide,1975,1970,G,ROCK,3,488,S,,Afternoon,Y,1970
XTC,Making Plans for Nigel,1979,1970,G,ROCK,3,701,S,,Afternoon,Y,1970
Electric Light Orchestra,Livin' Thing,1976,1970,G,ROCK,3,468,S,,Afternoon,Y,1970
David Cassidy,How Can I Be Sure,1972,1970,M,POP,3,728,S,,Afternoon,Y,1970
Gary Numan,Cars,1979,1970,M,POP,3,494,S,,Afternoon,Y,1970
David Soul,Silver Lady,1977,1970,M,POP,2,730,S,,Night,Y,1970
Bill Withers,Lovely Day,1977,1970,M,SOUL,2,405,S,,Night,Y,1970
Gloria Gaynor,Never Can Say Goodbye,1974,1970,F,DISCO,3,739,S,,Afternoon,Y,1970
Carpenters,Yesterday Once More,1973,1970,G,POP,2,426,S,,Evening,Y,1970
David Essex,Gonna Make You a Star,1974,1970,M,POP,3,446,S,,Afternoon,Y,1970
Paul Simon,Me and Julio Down by the Schoolyard,1972,1970,M,ROCK,4,603,S,,Morning,Y,1970
Lene Lovich,Lucky Number,1979,1970,F,POP,3,547,S,,Afternoon,Y,1970
Joe Cocker,You Are So Beautiful,1974,1970,M,ROCK,2,520,S,,Evening,Y,1970
ABBA,Voulez-Vous,1979,1970,G,POP,5,373,S,,Morning,Y,1970
Bee Gees,Jive Talkin',1975,1970,G,POP,3,396,S,,Afternoon,Y,1970
Barry Manilow,Can't Smile Without You,1978,1970,M,POP,4,389,S,,Afternoon,Y,1970
Kansas,Carry on Wayward Son,1976,1970,G,ROCK,4,531,S,,Morning,Y,1970
Grease Cast,You're the One That I Want,1978,1970,G,POP,3,503,S,,Afternoon,Y,1970
Chic,Le Freak,1978,1970,G,DISCO,2,725,S,,Night,Y,1970
Showaddywaddy,Under the Moon of Love,1976,1970,G,POP,4,641,S,,Morning,Y,1970
Neil Sedaka,Laughter in the Rain,1974,1970,M,POP,4,582,S,,Morning,Y,1970
Donny Osmond,Puppy Love,1972,1970,M,POP,4,456,S,,Afternoon,Y,1970
Blondie,One Way or Another,1978,1970,G,POP,4,412,S,,Afternoon,Y,1970
Paul McCartney,Let 'Em In,1976,1970,M,ROCK,3,601,S,,Afternoon,Y,1970
Partridge Family,I Think I Love You,1970,1970,G,POP,2,754,S,,Evening,Y,1970
Sweet The,Love Is Like Oxygen,1978,1970,G,ROCK,3,675,S,,Afternoon,Y,1970
Kenny Rogers,Lucille,1977,1970,M,COUNTRY,4,539,S,,Afternoon,Y,1970
Bette Midler,The Rose,1979,1970,F,POP,3,402,S,,Afternoon,Y,1970
Terry Jacks,Seasons in the Sun,1974,1970,M,POP,2,681,S,,Night,Y,1970
Meat Loaf,Two Out of Three Ain't Bad,1977,1970,M,ROCK,4,567,S,,Afternoon,Y,1970
Simon & Garfunkel,Cecilia,1970,1970,G,POP,2,643,S,,Evening,Y,1970
Police The,Walking on the Moon,1979,1970,G,ROCK,3,615,S,,Afternoon,Y,1970
10cc,Rubber Bullets,1973,1970,G,POP,4,702,S,,Afternoon,Y,1970
ABBA,Take a Chance on Me,1977,1970,G,POP,5,365,S,,Morning,Y,1970
Queen,Bohemian Rhapsody,1975,1970,G,ROCK,5,617,S,,Afternoon,Y,1970
David Soul,Don't Give Up on Us,1976,1970,M,POP,2,729,S,,Night,Y,1970
Eagles,Take It Easy,1972,1970,G,ROCK,2,461,S,,Evening,Y,1970
Olivia Newton-John,I Honestly Love You,1974,1970,F,POP,3,587,S,,Afternoon,Y,1970
Boney M.,Ma Baker,1977,1970,G,DISCO,3,712,S,,Afternoon,Y,1970
Minnie Riperton,Lovin' You,1974,1970,F,SOUL,3,574,S,,Afternoon,Y,1970
Kansas,Dust in the Wind,1977,1970,G,ROCK,2,532,S,,Evening,Y,1970
Eagles,Hotel California,1976,1970,G,ROCK,2,459,S,,Night,Y,1970
Status Quo,Rockin' All Over the World,1977,1970,G,ROCK,3,653,S,,Afternoon,Y,1970
Mud,Tiger Feet,1974,1970,G,POP,2,576,S,,Night,Y,1970
Pet Shop Boys,What Have I Done to Deserve This?,1987,1980,G,POP,4,940,S,,Morning,Y,1980
Tracy Chapman,Baby Can I Hold You,1988,1980,F,POP,3,806,S,,Afternoon,Y,1980
Sister Sledge,Frankie,1985,1980,G,SOUL,2,788,S,,Evening,Y,1980
Prince,Raspberry Beret,1985,1980,M,POP,2,1089,S,,Evening,Y,1980
Peter Gabriel,Sledgehammer,1986,1980,M,ROCK,2,830,S,,Evening,Y,1980
Stevie Wonder,Lately,1980,1980,M,SOUL,4,1064,S,,Afternoon,Y,1980
Robin Beck,First Time,1988,1980,F,ROCK,2,849,S,,Night,Y,1980
James,Sit Down,1989,1980,G,ROCK,4,892,S,,Morning,Y,1980
Michael Jackson,Beat It,1982,1980,M,POP,4,1053,S,,Morning,Y,1980
Steve Miller Band,Abracadabra,1982,1980,G,ROCK,4,899,S,,Morning,Y,1980
Level 42,Something About You,1985,1980,G,POP,4,1007,S,,Afternoon,Y,1980
Pointer Sisters,Automatic,1983,1980,G,SOUL,4,812,S,,Afternoon,Y,1980
Whitesnake,Here I Go Again,1987,1980,G,ROCK,2,1047,S,,Evening,Y,1980
Heaven 17,Temptation,1983,1980,G,POP,3,828,S,,Afternoon,Y,1980
Reo Speedwagon,Can't Fight This Feeling,1984,1980,G,ROCK,2,1062,S,,Night,Y,1980
Madonna,Crazy for You,1985,1980,F,POP,3,1070,S,,Afternoon,Y,1980
Jennifer Rush,The Power of Love,1984,1980,F,POP,3,773,S,,Afternoon,Y,1980
John Parr,St. Elmo's Fire (Man in Motion),1985,1980,M,ROCK,2,1005,S,,Evening,Y,1980
Whitney Houston,One Moment in Time,1988,1980,F,POP,4,1110,S,,Morning,Y,1980
Pet Shop Boys,Left to My Own Devices,1988,1980,G,POP,2,874,S,,Evening,Y,1980
Eddy Grant,Electric Avenue,1982,1980,M,REGGAE,4,782,S,,Afternoon,Y,1980
Bryan Adams,Run to You,1984,1980,M,ROCK,2,954,S,,Night,Y,1980
Cyndi Lauper,Girls Just Want to Have Fun,1983,1980,F,POP,4,845,S,,Morning,Y,1980
Sharon Redd,Can You Handle It,1980,1980,F,SOUL,3,1011,S,,Afternoon,Y,1980
Roy Orbison,You Got It,1989,1980,M,POP,4,1034,S,,Afternoon,Y,1980
Simple Minds,Alive and Kicking,1985,1980,G,ROCK,4,910,S,,Afternoon,Y,1980
Queen,I Want to Break Free,1984,1980,G,ROCK,5,1096,S,,Afternoon,Y,1980
Blondie,Call Me,1980,1980,G,POP,3,945,S,,Afternoon,Y,1980
Maxi Priest,Wild World,1988,1980,M,REGGAE,4,925,S,,Morning,Y,1980
Pet Shop Boys,Always on My Mind,1987,1980,G,POP,3,1144,S,,Afternoon,Y,1980
Debbie Harry,French Kissin' in the USA,1986,1980,F,POP,4,798,S,,Afternoon,Y,1980
Steve Winwood,Higher Love,1986,1980,M,POP,2,881,S,,Night,Y,1980
Paul Young,Love of the Common People,1983,1980,M,POP,3,815,S,,Afternoon,Y,1980
Michael Jackson,Thriller,1982,1980,M,POP,3,1135,S,,Afternoon,Y,1980
Ashford & Simpson,Solid,1984,1980,G,SOUL,3,930,S,,Afternoon,Y,1980
Whitney Houston,Greatest Love of All,1985,1980,F,POP,4,887,S,,Morning,Y,1980
Trio,Da Da Da,1982,1980,G,POP,4,836,S,,Afternoon,Y,1980
Modern Talking,You're My Heart You're My Soul,1984,1980,G,POP,2,795,S,,Evening,Y,1980
Suzanne Vega,Luka,1987,1980,F,POP,4,926,S,,Morning,Y,1980
Survivor,Eye of the Tiger,1982,1980,G,ROCK,4,950,S,,Afternoon,Y,1980
Traveling Wilburys,Handle with Care,1988,1980,G,ROCK,2,1023,S,,Night,Y,1980
Tracy Chapman,Fast Car,1988,1980,F,POP,4,1039,S,,Afternoon,Y,1980
Culture Club,Karma Chameleon,1983,1980,G,POP,4,803,S,,Afternoon,Y,1980
David Bowie,Ashes to Ashes,1980,1980,M,ROCK,2,993,S,,Night,Y,1980
Cindy Lauper,Time After Time,1983,1980,F,POP,4,882,S,,Afternoon,Y,1980
Dexys Midnight Runners,Come On Eileen,1982,1980,G,POP,2,897,S,,Evening,Y,1980
Aretha Franklin,I Knew You Were Waiting (For Me),1987,1980,F,SOUL,4,863,S,,Afternoon,Y,1980
Soft Cell,"Say Hello, Wave Goodbye",1981,1980,G,POP,4,829,S,,Morning,Y,1980
Madonna,Holiday,1983,1980,F,POP,2,778,S,,Night,Y,1980
Yazoo,Only You,1982,1980,G,POP,4,818,S,,Afternoon,Y,1980
Nik Kershaw,Wouldn't It Be Good,1984,1980,M,POP,2,1012,S,,Night,Y,1980
Mel & Kim,Respectable,1987,1980,G,POP,3,918,S,,Afternoon,Y,1980
Aaron Neville,Don't Know Much,1989,1980,M,POP,4,1060,S,,Afternoon,Y,1980
Kylie Minogue,The Loco-Motion,1988,1980,F,POP,2,992,S,,Evening,Y,1980
Bucks Fizz,The Land of Make Believe,1981,1980,G,POP,4,981,S,,Morning,Y,1980
Chris Rea,On the Beach,1986,1980,M,ROCK,3,1118,S,,Afternoon,Y,1980
Huey Lewis and the News,The Power of Love,1985,1980,G,ROCK,4,866,S,,Morning,Y,1980
Ultravox,Vienna,1981,1980,G,POP,3,776,S,,Afternoon,Y,1980
Elton John,I'm Still Standing,1983,1980,M,POP,2,965,S,,Night,Y,1980
A-ha,Take on Me,1984,1980,G,POP,3,850,S,,Afternoon,Y,1980
Bananarama,Robert De Niro's Waiting...,1984,1980,G,POP,2,905,S,,Night,Y,1980
U2,Sunday Bloody Sunday,1983,1980,G,ROCK,2,1067,S,,Night,Y,1980
Alison Moyet,Is This Love?,1986,1980,F,POP,3,851,S,,Afternoon,Y,1980
Culture Club,Do You Really Want to Hurt Me,1982,1980,G,POP,4,819,S,,Morning,Y,1980
Dusty Springfield,What Have I Done to Deserve This?,1987,1980,F,POP,4,1109,S,,Afternoon,Y,1980
Kenny Loggins,Danger Zone,1986,1980,M,ROCK,2,846,S,,Evening,Y,1980
Paul McCartney,Coming Up,1980,1980,M,ROCK,2,1020,S,,Evening,Y,1980
Madness,House of Fun,1982,1980,G,POP,2,928,S,,Evening,Y,1980
Ray Parker Jr.,Ghostbusters,1984,1980,M,POP,3,982,S,,Afternoon,Y,1980
Peter Gabriel,In Your Eyes,1986,1980,M,ROCK,4,855,S,,Afternoon,Y,1980
Blondie,The Tide Is High,1980,1980,G,POP,3,867,S,,Afternoon,Y,1980
Falco,Rock Me Amadeus,1985,1980,M,POP,4,969,S,,Morning,Y,1980
Van Halen,Jump,1983,1980,G,ROCK,4,1123,S,,Morning,Y,1980
Kenny Loggins,Footloose,1984,1980,M,POP,3,1085,S,,Afternoon,Y,1980
Kim Wilde,You Keep Me Hangin' On,1986,1980,F,POP,2,1122,S,,Night,Y,1980
Billy Joel,Tell Her About It,1983,1980,M,POP,3,966,S,,Afternoon,Y,1980
Daryl Hall & John Oates,Maneater,1982,1980,G,POP,2,848,S,,Evening,Y,1980
Soul II Soul,Back to Life (However Do You Want Me),1989,1980,G,SOUL,2,857,S,,Night,Y,1980
Thompson Twins,You Take Me Up,1984,1980,G,POP,4,1136,S,,Afternoon,Y,1980
A-ha,Hunting High and Low,1985,1980,G,POP,4,789,S,,Afternoon,Y,1980
Irene Cara,Fame,1980,1980,F,POP,2,839,S,,Night,Y,1980
Stevie Wonder,Master Blaster (Jammin'),1980,1980,M,SOUL,4,1057,S,,Morning,Y,1980
Jive Bunny,Swing the Mood,1989,1980,G,POP,4,780,S,,Afternoon,Y,1980
Rolling Stones The,Start Me Up,1981,1980,G,ROCK,2,886,S,,Evening,Y,1980
Laura Branigan,Self Control,1984,1980,F,POP,2,889,S,,Evening,Y,1980
Madonna,Papa Don't Preach,1986,1980,F,POP,2,1104,S,,Night,Y,1980
Level 42,Lessons in Love,1986,1980,G,POP,3,1098,S,,Afternoon,Y,1980
Wham!,The Edge of Heaven,1986,1980,G,POP,3,1048,S,,Afternoon,Y,1980
Guns N' Roses,Paradise City,1987,1980,G,ROCK,4,975,S,,Afternoon,Y,1980
Status Quo,In the Army Now,1986,1980,G,ROCK,2,883,S,,Evening,Y,1980
Terence Trent D'Arby,Sign Your Name,1987,1980,M,SOUL,3,1050,S,,Afternoon,Y,1980
Boris Gardiner,I Want to Wake Up with You,1986,1980,M,REGGAE,4,833,S,,Afternoon,Y,1980
Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),1987,1980,F,POP,4,931,S,,Morning,Y,1980
Huey Lewis & The News,Hip to Be Square,1986,1980,G,ROCK,2,1038,S,,Night,Y,1980
Hall & Oates,You Make My Dreams (Come True),1980,1980,G,POP,4,996,S,,Morning,Y,1980
Randy Crawford,You Might Need Somebody,1981,1980,F,SOUL,2,1015,S,,Evening,Y,1980
Womack & Womack,Teardrops,1988,1980,G,SOUL,2,914,S,,Evening,Y,1980
Julio Iglesias,Begin the Beguine (Volver a Empezar),1981,1980,M,POP,3,790,S,,Afternoon,Y,1980
Jefferson Starship,Nothing's Gonna Stop Us Now,1987,1980,G,ROCK,3,967,S,,Afternoon,Y,1980
Dolly Parton,Islands in the Stream,1983,1980,F,COUNTRY,4,797,S,,Morning,Y,1980
Laura Branigan,Gloria,1982,1980,F,POP,4,976,S,,Afternoon,Y,1980
Meat Loaf,Dead Ringer for Love,1981,1980,M,ROCK,4,1100,S,,Morning,Y,1980
Katrina and the Waves,Walking on Sunshine,1985,1980,G,POP,4,1139,S,,Morning,Y,1980
Dexys Midnight Runners,Geno,1980,1980,G,POP,2,991,S,,Night,Y,1980
Beastie Boys,(You Gotta) Fight for Your Right (To Party!),1986,1980,G,RAP,3,913,S,,Afternoon,Y,1980
Prince,Kiss,1986,1980,M,POP,3,1080,S,,Afternoon,Y,1980
Depeche Mode,Just Can't Get Enough,1981,1980,G,POP,3,1120,S,,Afternoon,Y,1980
Lionel Richie,Say You Say Me,1985,1980,M,SOUL,4,1143,S,,Morning,Y,1980
Police The,Don't Stand So Close to Me,1980,1980,G,ROCK,2,1078,S,,Night,Y,1980
Stone Roses The,Fools Gold,1989,1980,G,ROCK,3,1017,S,,Afternoon,Y,1980
Ultravox,Dancing with Tears in My Eyes,1984,1980,G,POP,4,1045,S,,Afternoon,Y,1980
Lionel Richie,Hello,1983,1980,M,SOUL,4,946,S,,Morning,Y,1980
Joan Jett & The Blackhearts,I Love Rock 'n Roll,1981,1980,G,ROCK,2,1124,S,,Night,Y,1980
George Harrison,Got My Mind Set on You,1987,1980,M,ROCK,3,792,S,,Afternoon,Y,1980
Gloria Estefan,Anything for You,1988,1980,F,POP,2,1097,S,,Night,Y,1980
Michael Sembello,Maniac,1983,1980,M,POP,3,852,S,,Afternoon,Y,1980
Odyssey,Use It Up and Wear It Out,1980,1980,G,DISCO,3,941,S,,Afternoon,Y,1980
Tina Turner,Steamy Windows,1989,1980,F,POP,4,791,S,,Afternoon,Y,1980
Sonia,You'll Never Stop Me Loving You,1989,1980,F,POP,4,1106,S,,Morning,Y,1980
Queen,A Kind of Magic,1986,1980,G,ROCK,5,877,S,,Morning,Y,1980
