Artist,Title,Year,Decade,Gender,Genre,Energy,ID,Length,Unnamed: 9,Daypart,Enabled,Decade_Group
Kenny Rogers,Lady,1980,1980,M,COUNTRY,3,1059,S,,Afternoon,Y,1980
Wham!,Freedom,1984,1980,G,POP,3,891,S,,Afternoon,Y,1980
Dire Straits,Walk of Life,1985,1980,G,ROCK,4,936,S,,Afternoon,Y,1980
Bruce Springsteen,Born in the U.S.A.,1984,1980,M,ROCK,2,804,S,,Evening,Y,1980
Visage,Fade to Grey,1980,1980,G,POP,2,809,S,,Evening,Y,1980
Phil Collins,Two Hearts,1988,1980,M,ROCK,4,938,S,,Morning,Y,1980
Dionne Warwick,Heartbreaker,1982,1980,F,POP,4,997,S,,Morning,Y,1980
Berlin,Take My Breath Away,1986,1980,G,POP,4,1000,S,,Afternoon,Y,1980
Hall & Oates,Maneater,1982,1980,G,POP,2,1044,S,,Night,Y,1980
Phil Collins,Against All Odds (Take a Look at Me Now),1984,1980,M,ROCK,3,912,S,,Afternoon,Y,1980
George Michael,I Knew You Were Waiting (For Me),1987,1980,M,POP,4,948,S,,Afternoon,Y,1980
Kylie Minogue,Got to Be Certain,1988,1980,F,POP,2,949,S,,Night,Y,1980
Simply Red,If You Don't Know Me by Now,1989,1980,G,SOUL,3,832,S,,Afternoon,Y,1980
Prince,When Doves Cry,1984,1980,M,POP,2,884,S,,Night,Y,1980
Human League,Don't You Want Me,1981,1980,G,POP,2,1131,S,,Evening,Y,1980
Yazz,The Only Way Is Up,1988,1980,F,DANCE,2,779,S,,Night,Y,1980
Rockwell,Somebody's Watching Me,1984,1980,M,POP,4,1041,S,,Afternoon,Y,1980
Phyllis Nelson,Move Closer,1984,1980,F,SOUL,3,1031,S,,Afternoon,Y,1980
Alison Moyet,All Cried Out,1984,1980,F,POP,2,783,S,,Evening,Y,1980
Midge Ure,If I Was,1985,1980,M,POP,2,968,S,,Evening,Y,1980
Kim Carnes,Bette Davis Eyes,1981,1980,F,ROCK,4,876,S,,Morning,Y,1980
Fairground Attraction,Perfect,1988,1980,G,POP,2,854,S,,Night,Y,1980
Culture Club,Victims,1983,1980,G,POP,3,956,S,,Afternoon,Y,1980
Police The,Every Breath You Take,1983,1980,G,ROCK,3,1075,S,,Afternoon,Y,1980
Earth Wind & Fire,Let's Groove,1981,1980,G,SOUL,2,1004,S,,Night,Y,1980
Soft Cell,Tainted Love,1981,1980,G,POP,2,1083,S,,Night,Y,1980
Shakin' Stevens,Merry Christmas Everyone,1985,1980,M,POP,4,921,S,,Morning,Y,1980
Leo Sayer,More Than I Can Say,1980,1980,M,POP,2,1028,S,,Evening,Y,1980
Kelly Marie,Feels Like I'm in Love,1980,1980,F,DISCO,3,1010,S,,Afternoon,Y,1980
Frankie Goes to Hollywood,Relax,1983,1980,G,POP,2,920,S,,Night,Y,1980
Swing Out Sister,Breakout,1986,1980,G,POP,2,1091,S,,Evening,Y,1980
Billy Joel,We Didn't Start the Fire,1989,1980,M,POP,2,865,S,,Night,Y,1980
Chicago,Hard to Say I'm Sorry,1982,1980,G,ROCK,4,842,S,,Morning,Y,1980
Phil Collins,In the Air Tonight,1981,1980,M,ROCK,2,1026,S,,Night,Y,1980
Queen,Radio Ga Ga,1984,1980,G,ROCK,5,869,S,,Afternoon,Y,1980
Reo Speedwagon,Keep on Loving You,1980,1980,G,ROCK,4,916,S,,Morning,Y,1980
Don Henley,The Boys of Summer,1984,1980,M,ROCK,3,1055,S,,Afternoon,Y,1980
Simply Red,Money's Too Tight (To Mention),1985,1980,G,SOUL,3,870,S,,Afternoon,Y,1980
Bill Withers,Just the Two of Us,1980,1980,M,SOUL,3,1129,S,,Afternoon,Y,1980
OMD,Enola Gay,1980,1980,G,POP,4,841,S,,Morning,Y,1980
Wham!,Wake Me Up Before You Go-Go,1984,1980,G,POP,2,796,S,,Evening,Y,1980
Suzanne Vega,Tom's Diner,1987,1980,F,POP,2,810,S,,Evening,Y,1980
Madonna,La Isla Bonita,1986,1980,F,POP,4,917,S,,Afternoon,Y,1980
Heart,These Dreams,1985,1980,G,ROCK,3,895,S,,Afternoon,Y,1980
Human League,Mirror Man,1982,1980,G,POP,3,840,S,,Afternoon,Y,1980
Fleetwood Mac,Everywhere,1987,1980,G,ROCK,2,1102,S,,Evening,Y,1980
Billy Idol,Rebel Yell,1983,1980,M,ROCK,2,1126,S,,Evening,Y,1980
Madness,Driving in My Car,1982,1980,G,POP,2,1072,S,,Evening,Y,1980
Texas,I Don't Want a Lover,1989,1980,G,POP,3,1112,S,,Afternoon,Y,1980
Huey Lewis & The News,The Power of Love,1985,1980,G,ROCK,3,898,S,,Afternoon,Y,1980
S'Express,Theme from S-Express,1988,1980,G,DANCE,2,919,S,,Night,Y,1980
Bananarama,I Heard a Rumour,1987,1980,G,POP,3,984,S,,Afternoon,Y,1980
Phil Collins,Easy Lover,1984,1980,M,ROCK,2,859,S,,Evening,Y,1980
Smokey Robinson,Being with You,1981,1980,M,SOUL,4,1087,S,,Morning,Y,1980
Enya,Orinoco Flow,1988,1980,F,POP,4,955,S,,Morning,Y,1980
New Order,True Faith,1987,1980,G,POP,2,1099,S,,Night,Y,1980
Queen,Under Pressure,1981,1980,G,ROCK,5,1065,S,,Afternoon,Y,1980
Kate Bush,Don't Give Up,1986,1980,F,POP,3,1054,S,,Afternoon,Y,1980
Lionel Richie,Truly,1982,1980,M,SOUL,3,953,S,,Afternoon,Y,1980
Harry Connick Jr.,It Had to Be You,1989,1980,M,JAZZ,2,1093,S,,Evening,Y,1980
Police,De Do Do Do De Da Da Da,1980,1980,G,ROCK,3,1142,S,,Afternoon,Y,1980
Paul McCartney,No More Lonely Nights,1984,1980,M,ROCK,2,1035,S,,Night,Y,1980
Pet Shop Boys,It's a Sin,1987,1980,G,POP,2,902,S,,Evening,Y,1980
Alison Moyet,Love Resurrection,1984,1980,F,POP,3,811,S,,Afternoon,Y,1980
Duran Duran,The Reflex,1983,1980,G,POP,2,784,S,,Night,Y,1980
Tears for Fears,Everybody Wants to Rule the World,1985,1980,G,POP,2,1019,S,,Evening,Y,1980
Belinda Carlisle,Leave a Light On,1989,1980,F,POP,3,958,S,,Afternoon,Y,1980
Paul Young,Everytime You Go Away,1985,1980,M,POP,3,971,S,,Afternoon,Y,1980
Kate Bush,Running Up That Hill (A Deal with God),1985,1980,F,POP,3,885,S,,Afternoon,Y,1980
Mike Oldfield,Moonlight Shadow,1983,1980,M,ROCK,4,952,S,,Afternoon,Y,1980
Weather Girls The,It's Raining Men,1982,1980,G,POP,2,1018,S,,Evening,Y,1980
John Lennon,Woman,1980,1980,M,POP,4,1006,S,,Afternoon,Y,1980
Sade,Your Love Is King,1984,1980,F,SOUL,2,890,S,,Night,Y,1980
Pet Shop Boys,Rent,1987,1980,G,POP,2,1119,S,,Night,Y,1980
Dire Straits,Romeo and Juliet,1980,1980,G,ROCK,4,1133,S,,Afternoon,Y,1980
Simple Minds,Don't You (Forget About Me),1985,1980,G,ROCK,3,1137,S,,Afternoon,Y,1980
Barbara Dickson,I Know Him So Well,1984,1980,F,POP,2,1111,S,,Night,Y,1980
Juice Newton,Angel of the Morning,1981,1980,F,COUNTRY,2,937,S,,Evening,Y,1980
Irene Cara,Flashdance... What a Feeling,1983,1980,F,POP,3,998,S,,Afternoon,Y,1980
Nik Kershaw,The Riddle,1984,1980,M,POP,3,909,S,,Afternoon,Y,1980
Vera Lynn,We'll Meet Again,1939,1950,F,POP,2,1,S,,Evening,Y,Pre-50s
Vera Lynn,The White Cliffs of Dover,1942,1950,F,POP,4,2,S,,Morning,Y,Pre-50s
Wembley Stadium Crowd,Abide With Me,1927,1950,G,POP,4,3,S,,Morning,Y,Pre-50s
Woody Guthrie,This Land Is Your Land,1944,1950,M,FOLK,2,4,S,,Evening,Y,Pre-50s
Al Jolson,The Anniversary Song,1952,1950,M,POP,2,5,S,,Evening,N,1950
Al Martino,Here in My Heart,1952,1950,M,POP,4,6,S,,Morning,Y,1950
Billie Holiday,Blue Moon,1952,1950,F,JAZZ,4,7,S,,Morning,Y,1950
Bing Crosby,True Love,1956,1950,M,POP,4,8,S,,Morning,Y,1950
Grace Kelly,True Love,1956,1950,F,POP,2,9,S,,Evening,Y,1950
Bing Crosby,White Christmas,1952,1950,M,POP,4,10,S,,Afternoon,Y,1950
Bobby Darin,Mack the Knife,1959,1950,M,POP,4,11,S,,Afternoon,Y,1950
Bobby Darin,Dream Lover,1959,1950,M,POP,2,12,S,,Night,Y,1950
Bobby Darin,Beyond the Sea,1959,1950,M,POP,4,13,S,,Afternoon,Y,1950
Buddy Holly,That'll Be the Day,1957,1950,M,ROCK,3,14,S,,Afternoon,Y,1950
Buddy Holly,Peggy Sue,1957,1950,M,ROCK,4,15,S,,Morning,Y,1950
Buddy Holly,Everyday,1957,1950,M,ROCK,4,16,S,,Morning,Y,1950
Chuck Berry,Johnny B. Goode,1958,1950,M,ROCK,3,17,S,,Afternoon,Y,1950
Cliff Richard,Living Doll,1959,1950,M,POP,2,18,S,,Evening,Y,1950
Connie Francis,Who's Sorry Now?,1958,1950,F,POP,2,19,S,,Evening,Y,1950
Connie Francis,Stupid Cupid,1958,1950,F,POP,3,20,S,,Afternoon,Y,1950
Dean Martin,That's Amore,1953,1950,M,POP,2,21,S,,Night,Y,1950
Dean Martin,Memories Are Made of This,1955,1950,M,POP,2,22,S,,Night,Y,1950
Dean Martin,Volare,1958,1950,M,POP,3,23,S,,Afternoon,Y,1950
Doris Day,Que Sera Sera (Whatever Will Be Will Be),1956,1950,F,POP,3,24,S,,Afternoon,Y,1950
Doris Day,Secret Love,1953,1950,F,POP,4,25,S,,Afternoon,Y,1950
Eddie Cochran,Summertime Blues,1958,1950,M,ROCK,4,26,S,,Afternoon,Y,1950
Eddie Fisher,Outside of Heaven,1952,1950,M,POP,4,27,S,,Morning,Y,1950
Ella Fitzgerald,Dream a Little Dream of Me,1952,1950,F,JAZZ,2,28,S,,Night,Y,1950
Louis Armstrong,Dream a Little Dream of Me,1952,1950,M,JAZZ,3,29,S,,Afternoon,Y,1950
Ella Fitzgerald,Ev'ry Time We Say Goodbye,1956,1950,F,JAZZ,3,30,S,,Afternoon,Y,1950
Elvis Presley,Heartbreak Hotel,1956,1950,M,ROCK,4,31,S,,Afternoon,Y,1950
Elvis Presley,Hound Dog,1956,1950,M,ROCK,5,32,S,,Morning,Y,1950
Elvis Presley,Love Me Tender,1956,1950,M,POP,4,33,S,,Morning,Y,1950
Elvis Presley,Jailhouse Rock,1957,1950,M,ROCK,4,34,S,,Afternoon,Y,1950
Emile Ford & The Checkmates,What Do You Want to Make Those Eyes at Me For?,1959,1950,M,POP,3,35,S,,Afternoon,Y,1950
Fats Domino,Ain't That a Shame,1955,1950,M,ROCK,2,36,S,,Evening,Y,1950
Fats Domino,Blueberry Hill,1956,1950,M,ROCK,2,37,S,,Night,Y,1950
Frank Sinatra,Come Fly with Me,1958,1950,M,POP,2,38,S,,Night,Y,1950
Frank Sinatra,I've Got You Under My Skin,1956,1950,M,POP,2,39,S,,Night,Y,1950
Frankie Lymon & The Teenagers,Why Do Fools Fall in Love,1956,1950,G,POP,3,40,S,,Afternoon,Y,1950
Gary Miller,The Yellow Rose of Texas,1955,1950,M,POP,2,41,S,,Evening,Y,1950
Gene Kelly,Singin' in the Rain,1952,1950,M,POP,4,42,S,,Morning,Y,1950
Guy Mitchell,She Wears Red Feathers,1952,1950,M,POP,3,43,S,,Afternoon,Y,1950
Guy Mitchell,Singing the Blues,1956,1950,M,POP,2,44,S,,Evening,Y,1950
Harry Belafonte,Mary's Boy Child,1956,1950,M,POP,2,45,S,,Night,Y,1950
Harry Belafonte,Banana Boat Song (Day-O),1956,1950,M,POP,4,46,S,,Morning,Y,1950
Hoagy Carmichael,My Resistance Is Low,1952,1950,M,JAZZ,4,47,S,,Morning,Y,1950
Jackie Wilson,Reet Petite,1957,1950,M,SOUL,4,48,S,,Morning,Y,1950
Jerry Lee Lewis,Great Balls of Fire,1957,1950,M,ROCK,4,49,S,,Morning,Y,1950
Jerry Lee Lewis,Whole Lotta Shakin' Goin' On,1957,1950,M,ROCK,4,50,S,,Morning,Y,1950
Jim Reeves,He'll Have to Go,1959,1950,M,COUNTRY,1,51,S,,Evening,Y,1950
Jimmy Young,Unchained Melody,1955,1950,M,POP,3,52,S,,Afternoon,Y,1950
Jimmy Young,The Man from Laramie,1955,1950,M,POP,2,53,S,,Evening,Y,1950
Johnny Cash,I Walk the Line,1956,1950,M,COUNTRY,4,54,S,,Afternoon,Y,1950
Johnny Mathis,Misty,1959,1950,M,POP,3,55,S,,Afternoon,Y,1950
Johnny Mathis,A Certain Smile,1958,1950,M,POP,2,56,S,,Night,Y,1950
Johnny Preston,Running Bear,1959,1950,M,POP,2,57,S,,Evening,Y,1950
Judy Garland,Over the Rainbow,1952,1950,F,POP,4,58,S,,Afternoon,Y,1950
Julie London,Cry Me a River,1955,1950,F,JAZZ,2,59,S,,Evening,Y,1950
Little Richard,Tutti Frutti,1955,1950,M,ROCK,4,60,S,,Afternoon,Y,1950
Little Richard,Good Golly Miss Molly,1958,1950,M,ROCK,3,61,S,,Afternoon,Y,1950
Mel Tormé,Blue Moon,1952,1950,M,JAZZ,2,62,S,,Night,Y,1950
Michael Holliday,The Story of My Life,1958,1950,M,POP,3,63,S,,Afternoon,Y,1950
Michael Holliday,Starry Eyed,1959,1950,M,POP,3,64,S,,Afternoon,Y,1950
Mitchell Torok,When Mexico Gave Up The Ghost,1954,1950,M,COUNTRY,4,65,S,,Morning,Y,1950
Nat King Cole,Unforgettable,1952,1950,M,JAZZ,1,66,S,,Evening,Y,1950
Nat King Cole,Smile,1954,1950,M,JAZZ,1,67,S,,Night,Y,1950
Nat King Cole,When I Fall in Love,1956,1950,M,JAZZ,1,68,S,,Night,Y,1950
Nat King Cole,Mona Lisa,1950,1950,M,JAZZ,2,69,S,,Night,Y,1950
Neil Sedaka,Oh! Carol,1959,1950,M,POP,4,70,S,,Afternoon,Y,1950
Nina Simone,My Baby Just Cares for Me,1958,1950,F,JAZZ,2,71,S,,Evening,Y,1950
Pat Boone,Love Letters in the Sand,1957,1950,M,POP,2,72,S,,Evening,Y,1950
Patsy Cline,Walkin' After Midnight,1957,1950,F,COUNTRY,2,73,S,,Night,Y,1950
Patti Page, (How Much Is) That Doggie in the Window,1952,1950,F,POP,4,74,S,,Morning,N,1950
Paul Anka,Diana,1957,1950,M,POP,2,75,S,,Evening,Y,1950
Paul Anka,Put Your Head on My Shoulder,1959,1950,M,POP,3,76,S,,Afternoon,Y,1950
Peggy Lee,Fever,1958,1950,F,JAZZ,3,77,S,,Afternoon,Y,1950
Perry Como,Magic Moments,1957,1950,M,POP,4,78,S,,Morning,Y,1950
Perry Como,Catch a Falling Star,1957,1950,M,POP,3,79,S,,Afternoon,Y,1950
Platters The,Only You (And You Alone),1955,1950,G,POP,2,80,S,,Night,Y,1950
Platters The,The Great Pretender,1955,1950,G,POP,2,81,S,,Evening,Y,1950
Platters The,Smoke Gets in Your Eyes,1958,1950,G,POP,3,82,S,,Afternoon,Y,1950
Ritchie Valens,La Bamba,1958,1950,M,ROCK,4,83,S,,Morning,Y,1950
Rosemary Clooney,Mambo Italiano,1954,1950,F,POP,3,84,S,,Afternoon,Y,1950
Ruby Murray,Softly Softly,1955,1950,F,POP,2,85,S,,Evening,Y,1950
Sam Cooke,You Send Me,1957,1950,M,SOUL,3,86,S,,Afternoon,Y,1950
Vic Damone,On the Street Where You Live,1956,1950,M,POP,2,87,S,,Evening,Y,1950
Wilbert Harrison,Kansas City,1959,1950,M,POP,2,88,S,,Evening,Y,1950
Bill Haley & His Comets,Rock Around the Clock,1954,1950,G,ROCK,4,89,S,,Morning,Y,1950
Brenda Lee,Sweet Nothin's,1959,1950,F,POP,4,90,S,,Afternoon,Y,1950
Chordettes,Mr. Sandman,1954,1950,G,POP,3,91,S,,Afternoon,Y,1950
Dean Martin,Sway,1954,1950,M,JAZZ,4,92,S,,Morning,Y,1950
Dinah Washington,What a Diff'rence a Day Made,1959,1950,F,JAZZ,3,93,S,,Afternoon,Y,1950
Doris Day,Whatever Will Be Will Be (Que Sera Sera),1956,1950,F,POP,2,94,S,,Night,Y,1950
Everly Brothers,All I Have to Do Is Dream,1958,1950,G,POP,2,95,S,,Evening,Y,1950
Everly Brothers,Wake Up Little Susie,1957,1950,G,POP,3,96,S,,Afternoon,Y,1950
McGuire Sisters,Sugartime,1957,1950,G,POP,3,97,S,,Afternoon,Y,1950
Patti Page,How Much Is That Doggie in the Window?,1953,1950,F,POP,4,98,S,,Afternoon,Y,1950
Rod Stewart,Have I Told You Lately,1991,1990,M,ROCK,2,1148,S,,Night,Y,1990
UB40,Can't Help Falling in Love,1993,1990,G,REGGAE,2,1149,S,,Evening,Y,1990
M People,One Night in Heaven,1993,1990,G,POP,4,1150,S,,Afternoon,Y,1990
Adamski,Killer,1990,1990,M,POP,4,1151,S,,Morning,Y,1990
Enya,Anywhere Is,1995,1990,F,POP,2,1152,S,,Evening,Y,1990
Annie Lennox,"No More ""I Love You's""",1995,1990,F,POP,2,1153,S,,Evening,Y,1990
Maria McKee,Show Me Heaven,1990,1990,F,POP,2,1154,S,,Evening,Y,1990
Texas,Black Eyed Boy,1997,1990,G,POP,4,1155,S,,Morning,Y,1990
Eternal,Stay,1993,1990,G,SOUL,2,1156,S,,Night,Y,1990
Celine Dion,The Power of Love,1993,1990,F,POP,3,1157,S,,Afternoon,Y,1990
Alanis Morissette,Thank U,1998,1990,F,ROCK,2,1158,S,,Night,Y,1990
Lenny Kravitz,Fly Away,1998,1990,M,ROCK,3,1159,S,,Afternoon,Y,1990
Deep Blue Something,Breakfast at Tiffany's,1995,1990,G,ROCK,4,1160,S,,Afternoon,Y,1990
Robbie Williams,Angels,1997,1990,M,POP,4,1161,S,,Afternoon,Y,1990
Marc Cohn,Walking in Memphis,1991,1990,M,POP,4,1162,S,,Afternoon,Y,1990
Depeche Mode,Enjoy the Silence,1990,1990,G,POP,3,1163,S,,Afternoon,Y,1990
Boyz II Men,One Sweet Day,1995,1990,G,SOUL,4,1164,S,,Afternoon,Y,1990
Shania Twain,You're Still the One,1997,1990,F,COUNTRY,4,1165,S,,Afternoon,Y,1990
Robson & Jerome,Unchained Melody,1995,1990,G,POP,3,1166,S,,Afternoon,Y,1990
Outhere Brothers,Don't Stop (Wiggle Wiggle),1995,1990,G,DANCE,2,1167,S,,Evening,Y,1990
Omar,There's Nothing Like This,1990,1990,M,SOUL,2,1168,S,,Evening,Y,1990
Faith Hill,Breathe,1999,1990,F,COUNTRY,3,1169,S,,Afternoon,Y,1990
KLF,3am Eternal,1991,1990,G,POP,3,1170,S,,Afternoon,Y,1990
Boyz II Men,I'll Make Love to You,1994,1990,G,SOUL,2,1171,S,,Night,Y,1990
Oasis,Wonderwall,1995,1990,G,ROCK,3,1172,S,,Afternoon,Y,1990
Ricky Martin,Livin' la Vida Loca,1999,1990,M,POP,3,1173,S,,Afternoon,Y,1990
Chesney Hawkes,The One and Only,1991,1990,M,POP,3,1174,S,,Afternoon,Y,1990
Gabrielle,Dreams,1993,1990,F,POP,2,1175,S,,Evening,Y,1990
Verve The,Bitter Sweet Symphony,1997,1990,G,ROCK,3,1176,S,,Afternoon,Y,1990
M People,Moving on Up,1993,1990,G,POP,4,1177,S,,Morning,Y,1990
Youssou N'Dour,7 Seconds,1994,1990,M,POP,3,1178,S,,Afternoon,Y,1990
Robert Miles,Children,1995,1990,M,DANCE,3,1179,S,,Afternoon,Y,1990
Sheryl Crow,If It Makes You Happy,1996,1990,F,ROCK,4,1180,S,,Afternoon,Y,1990
Crowded House,Weather with You,1991,1990,G,ROCK,4,1181,S,,Morning,Y,1990
Backstreet Boys,Larger Than Life,1999,1990,G,POP,2,1182,S,,Evening,Y,1990
R.E.M.,Shiny Happy People,1991,1990,G,ROCK,3,1183,S,,Afternoon,Y,1990
George Michael,Freedom! '90,1990,1990,M,POP,2,1184,S,,Evening,Y,1990
Jamiroquai,Canned Heat,1999,1990,G,POP,2,1185,S,,Evening,Y,1990
Boyz II Men,End of the Road,1992,1990,G,SOUL,4,1186,S,,Afternoon,Y,1990
Elvis Costello,She,1999,1990,M,POP,5,1187,S,,Morning,Y,1990
Janet Jackson,That's the Way Love Goes,1993,1990,F,SOUL,3,1188,S,,Afternoon,Y,1990
George Michael,Jesus to a Child,1996,1990,M,POP,3,1189,S,,Afternoon,Y,1990
Natalie Imbruglia,Torn,1997,1990,F,POP,2,1190,S,,Night,Y,1990
Manic Street Preachers,A Design for Life,1996,1990,G,ROCK,3,1191,S,,Afternoon,Y,1990
Annie Lennox,Why,1992,1990,F,POP,4,1192,S,,Morning,Y,1990
Boyzone,Words,1996,1990,G,POP,2,1193,S,,Night,Y,1990
Rednex,Cotton Eye Joe,1994,1990,G,DANCE,4,1194,S,,Afternoon,Y,1990
George Michael,Fastlove,1996,1990,M,POP,4,1195,S,,Afternoon,Y,1990
Tasmin Archer,Sleeping Satellite,1992,1990,F,POP,4,1196,S,,Afternoon,Y,1990
Verve The,The Drugs Don't Work,1997,1990,G,ROCK,2,1197,S,,Evening,Y,1990
Take That,Never Forget,1995,1990,G,POP,2,1198,S,,Night,Y,1990
Christina Aguilera,What a Girl Wants,1999,1990,F,POP,4,1199,S,,Morning,Y,1990
Eternal,I Wanna Be the Only One,1997,1990,G,SOUL,3,1200,S,,Afternoon,Y,1990
Guns N' Roses,November Rain,1991,1990,G,ROCK,3,1201,S,,Afternoon,Y,1990
Westlife,Swear It Again,1999,1990,G,POP,4,1202,S,,Morning,Y,1990
Smash Mouth,All Star,1999,1990,G,ROCK,2,1203,S,,Night,Y,1990
Beats International,Dub Be Good to Me,1990,1990,G,DANCE,4,1204,S,,Afternoon,Y,1990
Lighthouse Family,Lifted,1995,1990,G,POP,2,1205,S,,Evening,Y,1990
Vic Reeves & The Wonder Stuff,Dizzy,1991,1990,G,POP,2,1206,S,,Evening,N,1990
Shania Twain,Man! I Feel Like a Woman!,1997,1990,F,COUNTRY,3,1207,S,,Afternoon,Y,1990
Santana,Maria Maria (Solo Edit),1999,1990,M,ROCK,2,1208,S,,Evening,Y,1990
Michael Jackson,Black or White,1991,1990,M,POP,4,1209,S,,Morning,Y,1990
Sinead O'Connor,Nothing Compares 2 U,1990,1990,F,POP,2,1210,S,,Evening,Y,1990
Shanice,I Love Your Smile,1991,1990,F,SOUL,4,1211,S,,Morning,Y,1990
Genesis,I Can't Dance,1991,1990,G,ROCK,4,1212,S,,Morning,Y,1990
Robbie Williams,Let Me Entertain You,1998,1990,M,POP,3,1213,S,,Afternoon,Y,1990
Enrique Iglesias,Bailamos,1999,1990,M,POP,4,1214,S,,Morning,Y,1990
Jeff Buckley,Hallelujah,1994,1990,M,ROCK,4,1215,S,,Afternoon,Y,1990
All Saints,Never Ever,1997,1990,G,POP,3,1216,S,,Afternoon,Y,1990
Robbie Williams,Millennium,1998,1990,M,POP,4,1217,S,,Afternoon,Y,1990
Bryan Adams,(Everything I Do) I Do It for You,1991,1990,M,ROCK,3,1218,S,,Afternoon,Y,1990
Bon Jovi,Always,1994,1990,G,ROCK,4,1219,S,,Afternoon,Y,1990
Corner Shop,Brimful of Asha,1997,1990,G,POP,4,1220,S,,Morning,Y,1990
Elton John,Circle of Life,1994,1990,M,POP,4,1221,S,,Afternoon,Y,1990
Whitney Houston,Run to You,1992,1990,F,POP,4,1222,S,,Afternoon,Y,1990
Madonna,Frozen,1998,1990,F,POP,2,1223,S,,Night,Y,1990
Shakespears Sister,Stay,1992,1990,G,POP,4,1224,S,,Afternoon,Y,1990
Rembrandts,I'll Be There for You,1995,1990,G,POP,4,1225,S,,Morning,Y,1990
Sheryl Crow,All I Wanna Do,1993,1990,F,ROCK,3,1226,S,,Afternoon,Y,1990
Peter Andre,Mysterious Girl (Solo Edit),1995,1990,M,POP,4,1227,S,,Morning,Y,1990
Pulp,Disco 2000,1995,1990,G,ROCK,4,1228,S,,Afternoon,Y,1990
Wilson Phillips,Hold On,1990,1990,G,POP,4,1229,S,,Morning,Y,1990
Honeyz,Finally Found,1998,1990,G,SOUL,3,1230,S,,Afternoon,Y,1990
Eva Cassidy,Over the Rainbow,1992,1990,F,JAZZ,2,1231,S,,Evening,Y,1990
Madonna,Vogue,1990,1990,F,POP,2,1232,S,,Night,Y,1990
R.E.M.,Everybody Hurts,1992,1990,G,ROCK,3,1233,S,,Afternoon,Y,1990
Boyzone,Father and Son,1995,1990,G,POP,2,1234,S,,Night,Y,1990
Bette Midler,From a Distance,1990,1990,F,POP,2,1235,S,,Night,Y,1990
Nirvana,Come as You Are,1991,1990,G,ROCK,2,1236,S,,Night,Y,1990
George Michael,Outside,1998,1990,M,POP,3,1237,S,,Afternoon,Y,1990
No Doubt,Don't Speak,1995,1990,G,ROCK,3,1238,S,,Afternoon,Y,1990
Mariah Carey,One Sweet Day,1995,1990,F,POP,2,1239,S,,Evening,Y,1990
Fatboy Slim,Praise You,1999,1990,M,DANCE,4,1240,S,,Morning,Y,1990
Backstreet Boys,Everybody (Backstreet's Back),1997,1990,G,POP,3,1241,S,,Afternoon,Y,1990
Aqua,Barbie Girl,1997,1990,G,POP,3,1242,S,,Afternoon,Y,1990
Pulp,Common People,1995,1990,G,ROCK,4,1243,S,,Afternoon,Y,1990
Pearl Jam,Jeremy,1991,1990,G,ROCK,4,1244,S,,Afternoon,Y,1990
Jordan Knight,Give It to You,1999,1990,M,POP,4,1245,S,,Morning,Y,1990
Eva Cassidy,Songbird,1998,1990,F,JAZZ,1,1246,S,,Evening,Y,1990
Ultra Naté,Free,1997,1990,F,DANCE,3,1247,S,,Afternoon,Y,1990
Charles & Eddie,Would I Lie to You?,1992,1990,G,POP,3,1248,S,,Afternoon,Y,1990
Backstreet Boys,I Want It That Way,1999,1990,G,POP,4,1249,S,,Morning,Y,1990
Marti Pellow,Love Is All Around,1994,1990,M,POP,4,1250,S,,Morning,Y,1990
Steps,One for Sorrow,1998,1990,G,POP,2,1251,S,,Evening,Y,1990
Lighthouse Family,Raincloud,1997,1990,G,POP,2,1252,S,,Evening,Y,1990
Eva Cassidy,Fields of Gold,1996,1990,F,JAZZ,2,1253,S,,Evening,Y,1990
Luther Vandross,Always and Forever,1994,1990,M,SOUL,3,1254,S,,Afternoon,Y,1990
Extreme,More Than Words,1990,1990,G,ROCK,2,1255,S,,Night,Y,1990
Bryan Adams,Please Forgive Me,1993,1990,M,ROCK,4,1256,S,,Afternoon,Y,1990
Robbie Williams,She's the One,1999,1990,M,POP,2,1257,S,,Night,Y,1990
Pearl Jam,Alive,1991,1990,G,ROCK,2,1258,S,,Night,Y,1990
Vanessa Williams,Save the Best for Last,1991,1990,F,POP,3,1259,S,,Afternoon,Y,1990
Van Morrison,Days Like This,1995,1990,M,POP,2,1260,S,,Night,Y,1990
Belinda Carlisle,Summer Rain,1990,1990,F,POP,4,1261,S,,Morning,Y,1990
Savage Garden,Truly Madly Deeply,1997,1990,G,POP,4,1262,S,,Morning,Y,1990
Jonny Lang,Lie to Me,1997,1990,M,ROCK,3,1263,S,,Afternoon,Y,1990
Santana,Smooth (Solo Edit),1999,1990,M,ROCK,3,1264,S,,Afternoon,Y,1990
Oasis,Live Forever,1994,1990,G,ROCK,3,1265,S,,Afternoon,Y,1990
Israel Kamakawiwo'ole,Somewhere Over the Rainbow / What a Wonderful World,1993,1990,M,POP,2,1266,S,,Night,Y,1990
Cathy Dennis,Touch Me (All Night Long),1990,1990,F,POP,4,1267,S,,Afternoon,Y,1990
Snap!,The Power,1990,1990,G,DANCE,3,1268,S,,Afternoon,Y,1990
Spice Girls,2 Become 1,1996,1990,G,POP,4,1269,S,,Afternoon,Y,1990
