Artist,Title,Year,Decade,Gender,Genre,Energy,ID,Length,Daypart,Enabled,Location 1,Location 2,BPM
Perry Como,Seattle,1980,1980,G,Rock,4,1639,S,Afternoon,Y,,,
Matt Monro,Portrait Of My Love,1980,1980,G,Rock,2,1640,S,Afternoon,Y,2000C,,
Matt Monro,My Kind Of Girl,1980,1980,G,Rock,4,1641,S,Afternoon,Y,2007C,,
Matt Monro,Softly As I Leave You,1980,1980,G,Rock,4,1642,S,Afternoon,Y,72C,,
Matt Monro,From Russia With Love,1980,1980,G,Rock,2,1643,S,Afternoon,Y,2005C,,
Matt Monro,Walk Away,1980,1980,G,Rock,4,1644,S,Afternoon,Y,72C,,
Matt Monro,Yesterday,1965,1960,G,Rock,1,1645,S,Morning,Y,557C,,
Matt Monro,Born Free,1980,1980,G,Rock,4,1646,S,Afternoon,Y,2009C,,
Matt Monro,This Is The Life,1980,1980,G,Rock,4,1647,S,Afternoon,Y,,,
Al Martino,Spanish Eyes,1980,1980,G,Rock,4,1648,S,Afternoon,Y,2008C,,
Al Martino,Here In My Heart,1980,1980,G,Rock,4,1649,S,Afternoon,Y,2001C,,
Al Martino,Blueberry Hill,1980,1980,G,Rock,4,1650,S,Afternoon,Y,,,
Al Martino,I Love You Because,1980,1980,G,Rock,2,1651,S,Afternoon,Y,2004C,,
Al Martino,I Love You More And More Every Day,1980,1980,G,Rock,2,1652,S,Morning,Y,2092C,,
Al Martino,Mary In The Morning,1980,1980,G,Rock,4,1653,S,Morning,Y,2092C,,
Al Martino,To The Door Of The Sun,1980,1980,G,Rock,4,1654,S,Morning,Y,2092C,,
Al Martino,Wanted,1980,1980,G,Rock,4,1655,S,Afternoon,Y,2000C,,
Engelbert Humperdinck,Release Me,1980,1980,G,Rock,4,1656,S,Afternoon,Y,2256C,,
Engelbert Humperdinck,The Last Waltz,1980,1980,G,Rock,4,1657,S,Afternoon,Y,66C,,
Engelbert Humperdinck,There Goes My Everything,1980,1980,G,Rock,4,1658,S,Afternoon,Y,66C,,
Engelbert Humperdinck,Am I That Easy To Forget,1980,1980,G,Rock,4,1659,S,Afternoon,Y,66C,,
Engelbert Humperdinck,A Man Without Love,1980,1980,G,Rock,2,1660,S,Afternoon,Y,2432C,,
Engelbert Humperdinck,Les Bicyclettes De Belsize,1980,1980,G,Rock,4,1661,S,Afternoon,Y,66C,,
Engelbert Humperdinck,The Way It Used To Be,1980,1980,G,Rock,4,1662,S,Afternoon,Y,18C,,
Engelbert Humperdinck,Winter World Of Love,1980,1980,G,Rock,2,1663,S,Afternoon,Y,18C,,
Val Doonican,Walk Tall,1980,1980,G,Rock,4,1664,S,Afternoon,Y,36C,,
Val Doonican,The Special Years,1980,1980,G,Rock,4,1665,S,Afternoon,Y,36C,,
Val Doonican,Elusive Butterfly,1980,1980,G,Rock,4,1666,S,Afternoon,Y,36C,,
Val Doonican,What Would I Be,1980,1980,G,Rock,4,1667,S,Afternoon,Y,36C,,
Val Doonican,If The Whole World Stopped Loving,1980,1980,G,Rock,4,1668,S,Afternoon,Y,36C,,
Val Doonican,Memories Are Made Of This,1980,1980,G,Rock,4,1669,S,Afternoon,Y,908C,,
Val Doonican,Morning,1980,1980,G,Rock,4,1670,S,Morning,Y,36C,,
Val Doonican,The Sun Always Shines When You're Young,1980,1980,G,Rock,4,1671,S,Morning,Y,908C,,
Des O'Connor,I Pretend,1980,1980,G,Rock,4,1672,S,Afternoon,Y,2378C,,
Des O'Connor,1-2-3 O'Leary,1980,1980,G,Rock,4,1673,S,Afternoon,Y,,,
Des O'Connor,Dick-A-Dum-Dum,1980,1980,G,Rock,4,1674,S,Afternoon,Y,,,
Des O'Connor,Loneliness,1980,1980,G,Rock,4,1675,S,Afternoon,Y,,,
Des O'Connor,The Tips Of My Fingers,1980,1980,G,Rock,4,1676,S,Afternoon,Y,,,
Des O'Connor,One Two Three,1980,1980,G,Rock,4,1677,S,Afternoon,Y,,,
Des O'Connor,Skye Boat Song,1980,1980,G,Rock,4,1678,S,Afternoon,Y,,,
Des O'Connor,The Sunflower,1980,1980,G,Rock,4,1679,S,Morning,Y,,,
Bachelors,I Believe,1980,1980,G,Rock,4,1680,S,Afternoon,Y,2306C,,
Bachelors,Charmaine,1980,1980,G,Rock,4,1681,S,Afternoon,Y,2306C,,
Bachelors,Diane,1980,1980,G,Rock,4,1682,S,Afternoon,Y,2061C,,
Bachelors,I'll See You In My Dreams,1980,1980,G,Rock,4,1683,S,Night,Y,2306C,,
Bachelors,No Arms Can Ever Hold You,1980,1980,G,Rock,4,1684,S,Afternoon,Y,2306C,,
Bachelors,Marie,1980,1980,G,Rock,4,1685,S,Afternoon,Y,2306C,,
Bachelors,The Sound Of Silence,1980,1980,G,Rock,4,1686,S,Afternoon,Y,809L,,
Bachelors,Love Me With All Your Heart,1980,1980,G,Rock,2,1687,S,Afternoon,Y,2556C,,
Herman's Hermits,I'm Into Something Good,1980,1980,G,Rock,4,1688,S,Evening,Y,2071C,,
Herman's Hermits,Mrs. Brown You've Got A Lovely Daughter,1980,1980,G,Rock,2,1689,S,Afternoon,Y,460L,,
Herman's Hermits,Silhouettes,1980,1980,G,Rock,4,1690,S,Afternoon,Y,2156C,,
Herman's Hermits,Wonderful World,1980,1980,G,Rock,4,1691,S,Afternoon,Y,2787C,,
Herman's Hermits,There's A Kind Of Hush,1980,1980,G,Rock,4,1692,S,Afternoon,Y,2072C,,
Herman's Hermits,No Milk Today,1980,1980,G,Rock,4,1693,S,Morning,Y,460L,,
Herman's Hermits,Sunshine Girl,1980,1980,G,Rock,4,1694,S,Morning,Y,,,
Herman's Hermits,My Sentimental Friend,1980,1980,G,Rock,4,1695,S,Afternoon,Y,,,
Gerry & The Pacemakers,You'll Never Walk Alone,1980,1980,G,Rock,4,1696,S,Afternoon,Y,,,
Gerry & The Pacemakers,I Like It,1980,1980,G,Rock,4,1697,S,Afternoon,Y,,,
Gerry & The Pacemakers,How Do You Do It?,1980,1980,G,Rock,4,1698,S,Afternoon,Y,,,
Gerry & The Pacemakers,Ferry Cross The Mersey,1980,1980,G,Rock,4,1699,S,Afternoon,Y,,,
Gerry & The Pacemakers,Don't Let The Sun Catch You Crying,1980,1980,G,Rock,4,1700,S,Morning,Y,,,
Gerry & The Pacemakers,I'm The One,1980,1980,G,Rock,4,1701,S,Afternoon,Y,,,
Gerry & The Pacemakers,Walk Hand In Hand,1980,1980,G,Rock,4,1702,S,Afternoon,Y,,,
Gerry & The Pacemakers,Pretend,1980,1980,G,Rock,4,1703,S,Afternoon,Y,,,
Searchers,Needles And Pins,1980,1980,G,Rock,4,1704,S,Afternoon,Y,2496C,,
Searchers,Sugar And Spice,1980,1980,G,Rock,4,1705,S,Afternoon,Y,2156C,,
Searchers,Sweets For My Sweet,1980,1980,G,Rock,4,1706,S,Afternoon,Y,2070C,,
Searchers,Don't Throw Your Love Away,1980,1980,G,Rock,2,1707,S,Afternoon,Y,2071C,,
Searchers,When You Walk In The Room,1980,1980,G,Rock,4,1708,S,Afternoon,Y,343C,,
Searchers,Goodbye My Love,1980,1980,G,Rock,2,1709,S,Afternoon,Y,2789C,,
Searchers,What Have They Done To The Rain,1980,1980,G,Rock,4,1710,S,Afternoon,Y,2789C,,
Searchers,Take It Or Leave It,1980,1980,G,Rock,4,1711,S,Afternoon,Y,2789C,,
Freddie & The Dreamers,You Were Made For Me,1980,1980,G,Rock,4,1712,S,Afternoon,Y,,,
Freddie & The Dreamers,I'm Telling You Now,1980,1980,G,Rock,4,1713,S,Afternoon,Y,,,
Freddie & The Dreamers,I Understand,1980,1980,G,Rock,4,1714,S,Afternoon,Y,,,
Freddie & The Dreamers,If You Gotta Make A Fool Of Somebody,1980,1980,G,Rock,4,1715,S,Afternoon,Y,,,
Freddie & The Dreamers,Over You,1980,1980,G,Rock,4,1716,S,Afternoon,Y,,,
Freddie & The Dreamers,A Little You,1980,1980,G,Rock,4,1717,S,Afternoon,Y,,,
Freddie & The Dreamers,Thou Shalt Not Steal,1980,1980,G,Rock,4,1718,S,Afternoon,Y,,,
Freddie & The Dreamers,Short Shorts,1980,1980,G,Rock,4,1719,S,Afternoon,Y,,,
Dave Clark Five,Glad All Over,1980,1980,G,Rock,4,1720,S,Afternoon,Y,,,
Dave Clark Five,Bits And Pieces,1980,1980,G,Rock,4,1721,S,Afternoon,Y,,,
Dave Clark Five,Can't You See That She's Mine,1980,1980,G,Rock,4,1722,S,Afternoon,Y,,,
Dave Clark Five,Because,1980,1980,G,Rock,4,1723,S,Afternoon,Y,,,
Dave Clark Five,Catch Us If You Can,1980,1980,G,Rock,4,1724,S,Afternoon,Y,,,
Dave Clark Five,Over And Over,1980,1980,G,Rock,4,1725,S,Afternoon,Y,,,
Dave Clark Five,Everybody Knows,1980,1980,G,Rock,4,1726,S,Afternoon,Y,,,
Dave Clark Five,Red Balloon,1980,1980,G,Rock,4,1727,S,Afternoon,Y,,,
Tremeloes,Silence Is Golden,1980,1980,G,Rock,4,1728,S,Afternoon,Y,2071C,,
Tremeloes,Even The Bad Times Are Good,1980,1980,G,Rock,4,1729,S,Afternoon,Y,534C,,
Tremeloes,Here Comes My Baby,1980,1980,G,Rock,4,1730,S,Afternoon,Y,2156C,,
Tremeloes,Suddenly You Love Me,1980,1980,G,Rock,2,1731,S,Afternoon,Y,2788C,,
Tremeloes,My Little Lady,1980,1980,G,Rock,4,1732,S,Afternoon,Y,2788C,,
Tremeloes,(Call Me) Number One,1980,1980,G,Rock,4,1733,S,Afternoon,Y,812L,,
Tremeloes,Me And My Life,1980,1980,G,Rock,4,1734,S,Afternoon,Y,535C,,
Tremeloes,Hello World,1980,1980,G,Rock,4,1735,S,Afternoon,Y,2788C,,
Brian Poole & The Tremeloes,Do You Love Me,1980,1980,G,Rock,2,1736,S,Afternoon,Y,,,
Brian Poole & The Tremeloes,Twist And Shout,1980,1980,G,Rock,4,1737,S,Afternoon,Y,,,
Brian Poole & The Tremeloes,Candy Man,1980,1980,G,Rock,4,1738,S,Afternoon,Y,,,
Brian Poole & The Tremeloes,Someone Someone,1980,1980,G,Rock,4,1739,S,Afternoon,Y,,,
Brian Poole & The Tremeloes,I Can Dance,1980,1980,G,Rock,4,1740,S,Afternoon,Y,,,
Brian Poole & The Tremeloes,Three Bells,1980,1980,G,Rock,4,1741,S,Afternoon,Y,,,
Brian Poole & The Tremeloes,Keep On Dancing,1980,1980,G,Rock,4,1742,S,Afternoon,Y,,,
Brian Poole & The Tremeloes,I Wish I Could Shimmy Like My Sister Kate,1980,1980,G,Rock,4,1743,S,Afternoon,Y,,,
Wayne Fontana & The Mindbenders,The Game Of Love,1980,1980,G,Rock,2,1744,S,Afternoon,Y,,,
Wayne Fontana & The Mindbenders,Um Um Um Um Um Um,1980,1980,G,Rock,4,1745,S,Afternoon,Y,,,
Wayne Fontana & The Mindbenders,Stop Look And Listen,1980,1980,G,Rock,4,1746,S,Afternoon,Y,,,
Wayne Fontana & The Mindbenders,Pamela Pamela,1980,1980,G,Rock,4,1747,S,Afternoon,Y,,,
Wayne Fontana & The Mindbenders,Groovy Kind Of Love,1980,1980,G,Rock,2,1748,S,Afternoon,Y,,,
Wayne Fontana & The Mindbenders,A Little Bit Of Soap,1980,1980,G,Rock,4,1749,S,Afternoon,Y,,,
Wayne Fontana & The Mindbenders,Schoolgirl,1980,1980,G,Rock,4,1750,S,Afternoon,Y,,,
Wayne Fontana & The Mindbenders,It's Getting Harder All The Time,1980,1980,G,Rock,4,1751,S,Afternoon,Y,,,
Georgie Fame,Yeh Yeh,1980,1980,G,Rock,4,1752,S,Afternoon,Y,2478C,,
Georgie Fame,Get Away,1980,1980,G,Rock,4,1753,S,Afternoon,Y,,,
Georgie Fame,The Ballad Of Bonnie And Clyde,1980,1980,G,Rock,4,1754,S,Afternoon,Y,727L,,
Georgie Fame,Sunny,1980,1980,G,Rock,4,1755,S,Morning,Y,,,
Georgie Fame,Sitting In The Park,1980,1980,G,Rock,4,1756,S,Afternoon,Y,,,
Georgie Fame,Rosetta,1980,1980,G,Rock,4,1757,S,Afternoon,Y,727L,,
Georgie Fame,Peaceful,1980,1980,G,Rock,4,1758,S,Afternoon,Y,2608C,,
Georgie Fame,Because I Love You,1980,1980,G,Rock,2,1759,S,Afternoon,Y,,,
Manfred Mann,Do Wah Diddy Diddy,1980,1980,G,Rock,4,1760,S,Afternoon,Y,17C,,
Manfred Mann,Pretty Flamingo,1980,1980,G,Rock,4,1761,S,Afternoon,Y,17C,,
Manfred Mann,Sha La La,1980,1980,G,Rock,4,1762,S,Afternoon,Y,,,
Manfred Mann,5-4-3-2-1,1980,1980,G,Rock,4,1763,S,Afternoon,Y,,,
Manfred Mann,Ha! Ha! Said The Clown,1980,1980,G,Rock,4,1764,S,Afternoon,Y,643S,,
Manfred Mann,Mighty Quinn,1980,1980,G,Rock,4,1765,S,Afternoon,Y,2496C,,
Manfred Mann,My Name Is Jack,1980,1980,G,Rock,4,1766,S,Afternoon,Y,,,
Manfred Mann,Fox On The Run,1980,1980,G,Rock,4,1767,S,Afternoon,Y,,,
Troggs,Wild Thing,1980,1980,G,Rock,4,1768,S,Afternoon,Y,2229C,,
Troggs,With A Girl Like You,1980,1980,G,Rock,4,1769,S,Afternoon,Y,2498C,,
Troggs,I Can't Control Myself,1980,1980,G,Rock,4,1770,S,Afternoon,Y,600C,,
Troggs,Any Way That You Want Me,1980,1980,G,Rock,4,1771,S,Afternoon,Y,600C,,
Troggs,Love Is All Around,1967,1960,G,Rock,2,1772,S,Afternoon,Y,2253C,,
Troggs,Night Of The Long Grass,1980,1980,G,Rock,4,1773,S,Night,Y,,,
Troggs,Give It To Me,1980,1980,G,Rock,4,1774,S,Afternoon,Y,,,
Troggs,Little Girl,1980,1980,G,Rock,4,1775,S,Afternoon,Y,,,
Animals,The House Of The Rising Sun,1964,1960,G,Rock,4,1776,S,Morning,Y,2070C,,
Animals,We Gotta Get Out Of This Place,1980,1980,G,Rock,4,1777,S,Afternoon,Y,,,
Animals,It's My Life,1980,1980,G,Rock,4,1778,S,Afternoon,Y,,,
Animals,Don't Let Me Be Misunderstood,1980,1980,G,Rock,4,1779,S,Morning,Y,2156C,,
Animals,Bring It On Home To Me,1980,1980,G,Rock,4,1780,S,Afternoon,Y,,,
Animals,Don't Bring Me Down,1980,1980,G,Rock,4,1781,S,Afternoon,Y,,,
Animals,See See Rider,1980,1980,G,Rock,4,1782,S,Afternoon,Y,,,
Animals,San Franciscan Nights,1980,1980,G,Rock,4,1783,S,Night,Y,2208C,,
Yardbirds,For Your Love,1965,1960,G,Rock,2,1784,S,Afternoon,Y,2496C,,
Yardbirds,Heart Full Of Soul,1980,1980,G,Rock,4,1785,S,Afternoon,Y,648S,,
Yardbirds,Evil Hearted You,1980,1980,G,Rock,4,1786,S,Afternoon,Y,,,
Yardbirds,Shapes Of Things,1980,1980,G,Rock,4,1787,S,Afternoon,Y,809L,,
Yardbirds,Over Under Sideways Down,1980,1980,G,Rock,4,1788,S,Afternoon,Y,,,
Yardbirds,Happenings Ten Years Time Ago,1980,1980,G,Rock,4,1789,S,Afternoon,Y,,,
Yardbirds,Little Games,1980,1980,G,Rock,4,1790,S,Afternoon,Y,,,
Yardbirds,Goodnight Sweet Josephine,1980,1980,G,Rock,4,1791,S,Night,Y,,,
Spencer Davis Group,Keep On Running,1980,1980,G,Rock,4,1792,S,Afternoon,Y,,,
Spencer Davis Group,Somebody Help Me,1980,1980,G,Rock,4,1793,S,Afternoon,Y,,,
Spencer Davis Group,Gimme Some Lovin',1980,1980,G,Rock,4,1794,S,Afternoon,Y,,,
Spencer Davis Group,I'm A Man,1980,1980,G,Rock,4,1795,S,Afternoon,Y,,,
Spencer Davis Group,Every Little Bit Hurts,1980,1980,G,Rock,4,1796,S,Afternoon,Y,,,
Spencer Davis Group,When I Come Home,1980,1980,G,Rock,4,1797,S,Afternoon,Y,,,
Spencer Davis Group,This Hammer,1980,1980,G,Rock,4,1798,S,Afternoon,Y,,,
Spencer Davis Group,Strong Love,1980,1980,G,Rock,2,1799,S,Afternoon,Y,,,
Aretha Franklin,Respect,1967,1960,F,SOUL,3,3000,S,Morning,Y,2058C,,
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,1967,1960,F,SOUL,3,3001,S,Night,Y,2275C,,
Aretha Franklin,I Say a Little Prayer,1968,1960,F,SOUL,3,3002,S,Evening,Y,2181C,,
Aretha Franklin,Think,1968,1960,F,SOUL,3,3003,S,Afternoon,Y,3200C,,
Astrud Gilberto,The Girl from Ipanema,1964,1960,F,JAZZ,3,3004,S,Night,Y,2382C,,
Stan Getz,The Girl from Ipanema,1964,1960,M,JAZZ,3,3005,S,Afternoon,Y,205L,,
Ben E. King,Stand By Me,1961,1960,M,SOUL,3,3006,S,Night,Y,2724C,,
Billy Fury,Halfway to Paradise,1961,1960,M,POP,3,3007,S,Afternoon,Y,452C,,
Billy Fury,Jealousy,1961,1960,M,POP,3,3008,S,Afternoon,Y,452C,,
Bob Dylan,Like a Rolling Stone,1965,1960,M,ROCK,3,3009,S,Afternoon,Y,814C,,
Bobby Vee,Take Good Care of My Baby,1961,1960,M,POP,3,3010,S,Afternoon,Y,193C,,
Bobby Vinton,Blue Velvet,1963,1960,M,POP,3,3011,S,Afternoon,Y,2118C,,
Brenda Lee,I'm Sorry,1960,1960,F,POP,3,3012,S,Afternoon,Y,341C,,
Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960,1960,M,POP,3,3013,S,Evening,Y,339C,,
Chuck Berry,You Never Can Tell,1964,1960,M,ROCK,3,3014,S,Evening,Y,2569C,,
Chubby Checker,The Twist,1960,1960,M,POP,3,3015,S,Night,Y,764C,,
Dave Berry,The Crying Game,1964,1960,M,POP,3,3016,S,Evening,Y,2253C,,
Dionne Warwick,Walk On By,1964,1960,F,SOUL,3,3017,S,Evening,Y,2275C,,
Dionne Warwick,I Say a Little Prayer,1967,1960,F,SOUL,3,3018,S,Afternoon,Y,475C,,
Doris Day,Perhaps Perhaps Perhaps,1964,1960,F,POP,3,3019,S,Night,Y,234C,,
Eddie Cochran,Three Steps to Heaven,1960,1960,M,ROCK,3,3020,S,Morning,Y,2071C,,
Eden Kane,Well I Ask You,1961,1960,M,POP,3,3021,S,Afternoon,Y,649L,,
Elvis Presley,Are You Lonesome Tonight?,1960,1960,M,POP,3,3022,S,Afternoon,Y,341C,,
Etta James,At Last,1960,1960,F,SOUL,3,3023,S,Afternoon,Y,N,,
Frank Sinatra,The Way You Look Tonight,1964,1960,M,POP,3,3024,S,Afternoon,Y,N,,
Frankie Valli,Can't Take My Eyes Off You,1967,1960,M,POP,3,3025,S,Evening,Y,2618C,,
The Four Seasons,Sherry,1962,1960,G,POP,3,3026,S,Morning,Y,2588C,,
The Four Seasons,Big Girls Don't Cry,1962,1960,G,POP,3,3027,S,Evening,Y,2156C,,
Glen Campbell,Wichita Lineman,1968,1960,M,COUNTRY,2,3028,S,Afternoon,Y,442C,,
Glen Campbell,By the Time I Get to Phoenix,1967,1960,M,COUNTRY,2,3029,S,Afternoon,Y,149L,,
Harry Nilsson,Everybody's Talkin',1968,1960,M,POP,3,3030,S,Evening,Y,254C,,
Helen Shapiro,You Don't Know,1961,1960,F,POP,3,3031,S,Afternoon,Y,2535C,,
Helen Shapiro,Walkin' Back to Happiness,1961,1960,F,POP,3,3032,S,Afternoon,Y,2724C,,
Isley Brothers,This Old Heart of Mine (Is Weak for You),1966,1960,G,SOUL,3,3033,S,Afternoon,Y,2478C,,
Ivy League,Tossing and Turning,1965,1960,G,POP,3,3034,S,Evening,Y,533C,,
Jackie Wilson,(Your Love Keeps Lifting Me) Higher and Higher,1967,1960,M,SOUL,3,3035,S,Night,Y,2156C,,
Jackson 5,I Want You Back,1969,1960,G,SOUL,3,3036,S,Evening,Y,2499C,,
James Brown,I Got You (I Feel Good),1965,1960,M,SOUL,3,3037,S,Afternoon,Y,2499C,,
James Brown,It's a Man's Man's Man's World,1966,1960,M,SOUL,3,3038,S,Evening,Y,2501C,,
James Brown,Papa's Got a Brand New Bag,1965,1960,M,SOUL,3,3039,S,Afternoon,Y,2501C,,
Jane Birkin,Je t'aime... moi non plus,1969,1960,F,POP,3,3040,S,Afternoon,Y,728C,,
Serge Gainsbourg,Je t'aime... moi non plus,1969,1960,M,POP,3,3041,S,Afternoon,Y,728C,,
Jethro Tull,Living in the Past,1969,1960,G,ROCK,3,3042,S,Afternoon,Y,723C,,
Jim Reeves,Distant Drums,1966,1960,M,COUNTRY,2,3043,S,Evening,Y,286C,,
Jim Reeves,I Love You Because,1964,1960,M,COUNTRY,2,3044,S,Night,Y,2165C,,
Jimi Hendrix,All Along the Watchtower,1968,1960,M,ROCK,3,3045,S,Afternoon,Y,584L,,
Jimi Hendrix,Purple Haze,1967,1960,M,ROCK,3,3046,S,Evening,Y,2334C,,
Jimmy Ruffin,What Becomes of the Brokenhearted,1966,1960,M,SOUL,3,3047,S,Afternoon,Y,26C,,
Joe Cocker,With a Little Help from My Friends,1968,1960,M,ROCK,3,3048,S,Afternoon,Y,112C,,
Johnny Cash,Ring of Fire,1963,1960,M,COUNTRY,2,3049,S,Afternoon,Y,193C,,
Johnny Cash,A Boy Named Sue,1969,1960,M,COUNTRY,2,3050,S,Morning,Y,2031C,,
Joni Mitchell,Both Sides Now,1969,1960,F,ROCK,3,3051,S,Night,Y,2286C,,
Prince Buster,Enjoy Yourself,1963,1960,M,REGGAE,3,3052,S,Afternoon,Y,N,,
Julie Andrews,My Favorite Things,1965,1960,F,POP,3,3053,S,Night,Y,864C,,
Kershaw Doug,Diggy Liggy Lo,1961,1960,M,COUNTRY,2,3054,S,Evening,N,N,,
Kinks The,You Really Got Me,1964,1960,G,ROCK,3,3055,S,Afternoon,Y,2121C,,
Kinks The,Sunny Afternoon,1966,1960,G,ROCK,3,3056,S,Morning,Y,101C,,
Kinks The,Waterloo Sunset,1967,1960,G,ROCK,3,3057,S,Night,Y,2301C,,
Kinks The,Dedicated Follower of Fashion,1966,1960,G,ROCK,3,3058,S,Morning,Y,2301C,,
Led Zeppelin,Whole Lotta Love,1969,1960,G,ROCK,3,3059,S,Afternoon,Y,2406C,,
Lee Marvin,Wand'rin' Star,1969,1960,M,POP,3,3060,S,Afternoon,N,159L,,
Lesley Gore,It's My Party,1963,1960,F,POP,3,3061,S,Afternoon,Y,2253C,,
Lesley Gore,You Don't Own Me,1963,1960,F,POP,3,3062,S,Night,Y,764C,,
Little Eva,The Loco-Motion,1962,1960,F,POP,3,3063,S,Afternoon,Y,805L,,
Louis Armstrong,What a Wonderful World,1967,1960,M,JAZZ,3,3064,S,Evening,Y,2165C,,
Louis Armstrong,Hello Dolly!,1964,1960,M,JAZZ,3,3065,S,Evening,Y,2057C,,
Louis Armstrong,We Have All the Time in the World,1969,1960,M,JAZZ,3,3066,S,Night,Y,2494C,,
Love Affair,Everlasting Love,1967,1960,G,POP,3,3067,S,Night,Y,2156C,,
Marianne Faithfull,As Tears Go By,1964,1960,F,POP,3,3068,S,Evening,Y,N,,
Marmalade The,Ob-La-Di Ob-La-Da,1968,1960,G,POP,3,3069,S,Afternoon,Y,2499C,,
Martha & The Vandellas,Dancing in the Street,1964,1960,G,SOUL,3,3070,S,Afternoon,Y,2498C,,
Martha & The Vandellas,(Love Is Like a) Heat Wave,1963,1960,G,SOUL,3,3071,S,Evening,Y,2472C,,
Kim Weston,It Takes Two,1966,1960,F,SOUL,3,3072,S,Night,Y,2499C,,
Marvin Gaye,Ain't No Mountain High Enough,1967,1960,M,SOUL,3,3073,S,Morning,Y,N,,
Tammi Terrell,Ain't No Mountain High Enough,1967,1960,F,SOUL,3,3074,S,Afternoon,Y,N,,
Mary Hopkin,Those Were the Days,1968,1960,F,POP,3,3075,S,Afternoon,Y,1741S,,
Mary Wells,My Guy,1964,1960,F,SOUL,3,3076,S,Night,Y,2262C,,
Maurice Williams & The Zodiacs,Stay,1960,1960,G,POP,3,3077,S,Night,Y,339C,,
Merseybeats The,I Think of You,1964,1960,G,POP,3,3078,S,Afternoon,Y,2496C,,
Millie,My Boy Lollipop,1964,1960,F,POP,3,3079,S,Morning,Y,2478C,,
Monkees The,I'm a Believer,1966,1960,G,POP,3,3080,S,Afternoon,Y,2403C,,
Monkees The,Daydream Believer,1967,1960,G,POP,3,3081,S,Night,Y,2156C,,
Monkees The,Last Train to Clarksville,1966,1960,G,POP,3,3082,S,Evening,Y,43L,,
Moody Blues The,Nights in White Satin,1967,1960,G,ROCK,3,3083,S,Afternoon,Y,194C,,
Moody Blues The,Go Now,1964,1960,G,ROCK,3,3084,S,Night,Y,193C,,
Neil Sedaka,Breaking Up Is Hard to Do,1962,1960,M,POP,3,3085,S,Evening,Y,2134C,,
Nina Simone,Feeling Good,1965,1960,F,JAZZ,3,3086,S,Night,Y,2264C,,
Norman Greenbaum,Spirit in the Sky,1969,1960,M,ROCK,3,3087,S,Afternoon,Y,2282C,,
Otis Redding,(Sittin' On) The Dock of the Bay,1967,1960,M,SOUL,3,3088,S,Afternoon,Y,612C,,
Otis Redding,Try a Little Tenderness,1966,1960,M,SOUL,3,3089,S,Night,Y,2275C,,
Otis Redding,Hard to Handle,1968,1960,M,SOUL,3,3090,S,Afternoon,Y,N,,
Pat Boone,Speedy Gonzales,1962,1960,M,POP,3,3091,S,Evening,Y,2100C,,
Patsy Cline,Crazy,1961,1960,F,COUNTRY,2,3092,S,Night,Y,129C,,
Patsy Cline,I Fall to Pieces,1961,1960,F,COUNTRY,2,3093,S,Afternoon,Y,129C,,
Percy Sledge,When a Man Loves a Woman,1966,1960,M,SOUL,3,3094,S,Morning,Y,155C,,
Peter Sarstedt,Where Do You Go To (My Lovely)?,1969,1960,M,POP,3,3095,S,Evening,Y,2061C,,
Procol Harum,A Whiter Shade of Pale,1967,1960,G,ROCK,3,3096,S,Night,Y,2498C,,
Ray Charles,Georgia on My Mind,1960,1960,M,SOUL,3,3097,S,Evening,Y,682C,,
Ray Charles,Hit the Road Jack,1961,1960,M,SOUL,3,3098,S,Afternoon,Y,689C,,
Ray Charles,I Can't Stop Loving You,1962,1960,M,SOUL,3,3099,S,Evening,Y,689C,,
Rick Nelson,Hello Mary Lou,1961,1960,M,POP,3,3100,S,Afternoon,Y,2156C,,
Righteous Brothers The,You've Lost That Lovin' Feelin',1964,1960,G,POP,3,3101,S,Evening,Y,2211c,,
Righteous Brothers The,Unchained Melody,1965,1960,G,POP,3,3102,S,Morning,Y,112C,,
Rolling Stones The,(I Can't Get No) Satisfaction,1965,1960,G,ROCK,3,3103,S,Night,Y,2601C,,
Rolling Stones The,Paint It Black,1966,1960,G,ROCK,3,3104,S,Afternoon,Y,474C,,
Rolling Stones The,Honky Tonk Women,1969,1960,G,ROCK,3,3105,S,Afternoon,Y,474C,,
Ronettes The,Be My Baby,1963,1960,G,POP,3,3106,S,Evening,Y,1054S,,
Sam & Dave,Soul Man,1967,1960,G,SOUL,3,3107,S,Night,Y,2262C,,
Sam Cooke,Wonderful World,1960,1960,M,SOUL,3,3108,S,Night,Y,2286S,,
Sam Cooke,A Change Is Gonna Come,1964,1960,M,SOUL,3,3109,S,Night,Y,N,,
Sam Cooke,Cupid,1961,1960,M,SOUL,3,3110,S,Evening,Y,828S,,
Sam Cooke,Twistin' the Night Away,1962,1960,M,SOUL,3,3111,S,Afternoon,Y,647l,,
Sam the Sham & The Pharaohs,Wooly Bully,1965,1960,G,ROCK,3,3112,S,Evening,Y,631C,,
Searchers The,Needles and Pins,1964,1960,G,POP,3,3113,S,Morning,Y,2496C,,
Searchers The,When You Walk in the Room,1964,1960,G,POP,3,3114,S,Morning,Y,343C,,
Searchers The,Sweets for My Sweet,1963,1960,G,POP,3,3115,S,Afternoon,Y,2070C,,
